case_id,collision_severity,latitude,longitude,population,lighting,collision_time,intersection,location_type,road_surface,road_condition_1,weather_1,at_fault,financial_responsibility,party_age,party_sex,party_drug_physical,cellphone_in_use,vehicle_make,vehicle_year,party_sex_value,collision_severity_value,population_value,lighting_value,road_surface_value,weather_1_value,vehicle_make_norm,location_type_value,road_condition_1_value,financial_responsibility_value,party_drug_physical_value,alcohol_involved_value,ClusterNumber
3650217,other injury,34.27782,-118.50982,>250000,daylight,12:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,female,not applicable,0,chevrolet,2002,2,3,8,5,1,1,chevrolet,1,1,1,1,0,2
3653738,severe injury,34.0155,-117.81808,50000 to 100000,daylight,06:45:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,21,male,not applicable,0,acura,1998,1,4,6,5,1,1,acura,1,1,2,1,0,2
3654614,severe injury,34.1603,-118.4701,>250000,daylight,14:25:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,23,male,not applicable,0,toyota,1995,1,4,8,5,1,2,toyota,1,1,1,1,0,2
3654927,pain,33.93227,-118.10115,10000 to 25000,daylight,14:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,88,male,not applicable,0,toyota,2000,1,2,4,5,1,1,toyota,1,1,1,1,0,2
3656497,severe injury,33.56376,-117.23312,>250000,dark with no street lights,01:22:00,0,highway,wet,normal,raining,1,proof of insurance obtained,19,female,not applicable,0,honda,2001,2,4,8,1,2,4,honda,1,1,1,1,0,2
3658081,other injury,33.99235,-117.35777,>250000,daylight,07:15:00,0,highway,dry,construction,clear,1,proof of insurance obtained,21,female,not applicable,0,yamaha,2005,2,3,8,5,1,1,yamaha,1,2,1,1,0,2
3658187,severe injury,32.76048,-117.16868,>250000,dark with no street lights,23:26:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,19,male,not applicable,0,honda,1994,1,4,8,1,1,1,honda,1,1,2,1,1,2
3658943,pain,34.39278,-118.95545,unincorporated,daylight,07:50:00,0,intersection,dry,normal,clear,1,proof of insurance obtained,34,female,G,0,chevrolet,2004,2,2,1,5,1,1,chevrolet,3,1,1,1,0,2
3662823,pain,34.91403,-118.92364,unincorporated,daylight,16:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,51,male,not applicable,0,chevrolet,1997,1,2,1,5,1,1,chevrolet,1,1,1,1,0,2
3663366,pain,33.74032,-117.83219,50000 to 100000,daylight,16:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,29,male,not applicable,0,volkswagen,2005,1,2,6,5,1,1,volkswagen,1,1,1,1,0,2
3664075,other injury,34.27272,-118.55104,>250000,daylight,12:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,35,male,not applicable,0,mitsubishi,1994,1,3,8,5,1,1,mitsubishi,1,1,1,1,0,2
3665269,pain,33.97071,-117.32985,>250000,daylight,07:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,acura,1994,1,2,8,5,1,1,acura,1,1,1,1,0,2
3671521,property damage only,33.85109,-117.83682,>250000,daylight,08:00:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,37,male,not applicable,0,toyota,1997,1,1,8,5,1,2,toyota,1,1,1,1,0,2
3671919,other injury,33.75875,-118.02201,50000 to 100000,daylight,12:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,19,male,not applicable,0,chevrolet,1996,1,3,6,5,1,1,chevrolet,1,1,1,1,0,2
3672445,fatal,34.2118,-119.0022,50000 to 100000,daylight,14:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,72,female,G,0,buick,1991,2,5,6,5,1,1,buick,1,1,1,1,0,2
3672453,fatal,34.20754,-118.99174,50000 to 100000,daylight,13:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,80,female,not applicable,0,mercury,2004,2,5,6,5,1,1,mercury,1,1,1,1,0,2
3676620,other injury,34.00258,-117.8334,50000 to 100000,daylight,06:50:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,36,male,not applicable,0,nissan,2006,1,3,6,5,1,1,nissan,2,1,1,1,0,2
3677457,other injury,34.65982,-118.15362,100000 to 250000,daylight,13:05:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,54,female,not applicable,0,bmw,1989,2,3,7,5,1,1,bmw,2,1,2,1,0,2
3677551,other injury,33.71338,-117.36056,unincorporated,daylight,17:05:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,52,male,not applicable,0,yamaha,2005,1,3,1,5,1,1,yamaha,1,1,2,1,0,2
3681260,other injury,34.02275,-117.54902,unincorporated,dark with street lights,00:47:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,18,female,not applicable,0,pontiac,1999,2,3,1,4,1,1,pontiac,2,1,1,1,0,2
3687014,property damage only,34.17332,-118.55026,>250000,daylight,07:22:00,0,highway,dry,normal,clear,1,proof of insurance obtained,16,male,not applicable,0,chevrolet,2004,1,1,8,5,1,1,chevrolet,1,1,1,1,0,2
3690217,pain,33.87496,-118.06242,50000 to 100000,daylight,11:25:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,27,male,not applicable,0,chevrolet,1999,1,2,6,5,1,1,chevrolet,1,1,2,1,1,2
3690688,property damage only,34.28205,-118.75933,100000 to 250000,daylight,06:50:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,26,male,not applicable,0,volkswagen,2005,1,1,7,5,1,1,volkswagen,2,1,1,1,0,2
3690833,fatal,34.31342,-117.48721,unincorporated,dark with no street lights,20:20:00,0,highway,wet,normal,cloudy,1,proof of insurance obtained,51,male,G,0,honda,1993,1,5,1,1,2,2,honda,1,1,1,1,0,2
3692394,other injury,34.26626,-118.4719,>250000,dark with no street lights,03:56:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,43,female,not applicable,0,honda,1991,2,3,8,1,1,1,honda,1,1,2,1,0,2
3692518,pain,34.17624,-118.59039,unincorporated,daylight,06:35:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,16,male,sleepy/fatigued,0,nissan,2000,1,2,1,5,1,1,nissan,1,1,2,3,1,2
3693105,pain,33.99017,-118.28047,>250000,daylight,13:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,female,not applicable,0,chevrolet,2000,2,2,8,5,1,1,chevrolet,1,1,1,1,0,2
3693280,severe injury,34.36319,-119.44864,unincorporated,dusk or dawn,19:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,47,male,not applicable,0,chevrolet,1970,1,4,1,3,1,1,chevrolet,1,1,1,1,1,2
3695672,pain,34.15705,-118.46862,>250000,dark with street lights,19:55:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,24,male,not applicable,0,jeep,1995,1,2,8,4,1,1,jeep,2,1,1,1,0,2
3695986,pain,33.94882,-118.36845,100000 to 250000,daylight,10:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,64,male,not applicable,0,ford,2000,1,2,7,5,1,1,ford,1,1,1,1,0,2
3696552,pain,34.2348,-118.4727,>250000,dark with no street lights,03:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,25,male,not applicable,0,ford,1995,1,2,8,1,1,1,ford,1,1,1,1,1,2
3697129,other injury,32.60967,-117.09064,100000 to 250000,dark with no street lights,20:35:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,28,male,not applicable,0,saturn,1996,1,3,7,1,1,1,saturn,1,1,2,1,1,2
3698011,pain,34.28143,-118.71297,100000 to 250000,daylight,14:40:00,0,highway,dry,construction,clear,1,proof of insurance obtained,18,female,not applicable,0,chevrolet,1995,2,2,7,5,1,1,chevrolet,1,2,1,1,0,2
3701046,property damage only,33.78294,-118.09078,25000 to 50000,daylight,08:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,36,male,not applicable,1,ford,1988,1,1,5,5,1,1,ford,1,1,1,1,0,2
3702037,pain,33.89444,-117.881,100000 to 250000,daylight,15:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,76,male,not applicable,0,nissan,2001,1,2,7,5,1,1,nissan,1,1,1,1,0,2
3702059,property damage only,33.85282,-117.81143,>250000,dark with street lights,23:07:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,male,not applicable,0,ford,2004,1,1,8,4,1,1,ford,1,1,1,1,1,2
3702158,severe injury,33.85475,-117.80526,>250000,daylight,11:02:00,0,highway,dry,normal,clear,1,proof of insurance obtained,56,male,not applicable,0,harley-davidson,1996,1,4,8,5,1,1,harley-davidson,1,1,1,1,0,2
3702346,property damage only,33.99671,-117.86803,unincorporated,daylight,13:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,honda,1997,1,1,1,5,1,1,honda,1,1,1,1,0,2
3702382,other injury,33.9953,-118.06901,unincorporated,daylight,14:00:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,20,female,not applicable,0,toyota,1991,2,3,1,5,1,1,toyota,1,1,2,1,0,2
3702696,pain,33.88024,-117.56695,100000 to 250000,daylight,09:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,27,female,not applicable,0,mercedes-benz,2007,2,2,7,5,1,1,mercedes-benz,1,1,1,1,0,2
3702947,property damage only,33.9024,-118.10321,100000 to 250000,daylight,13:20:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,50,male,not applicable,0,chevrolet,2008,1,1,7,5,1,1,chevrolet,2,1,1,1,0,2
3703756,severe injury,32.60678,-117.09025,100000 to 250000,dark with no street lights,19:40:00,0,highway,dry,obstruction,clear,1,proof of insurance obtained,43,male,not applicable,0,chevrolet,1986,1,4,7,1,1,1,chevrolet,1,3,1,1,0,2
3705878,fatal,33.85074,-117.8778,>250000,daylight,18:10:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,yamaha,2007,1,5,8,5,1,1,yamaha,2,1,1,1,0,2
3705882,fatal,33.85074,-117.87742,>250000,daylight,17:35:00,0,ramp,dry,normal,cloudy,1,proof of insurance obtained,23,male,not applicable,0,honda,2008,1,5,8,5,1,2,honda,2,1,1,1,0,2
3705886,fatal,33.68716,-117.88626,100000 to 250000,dark with street lights,02:20:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,27,male,under drug influence,0,saturn,2004,1,5,7,4,1,1,saturn,2,1,2,2,1,2
3707034,property damage only,34.29303,-118.83561,25000 to 50000,daylight,16:58:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,1,chevrolet,2003,1,1,5,5,1,1,chevrolet,1,1,1,1,0,2
3707106,pain,34.03096,-118.25879,>250000,daylight,13:25:00,0,highway,dry,normal,clear,1,proof of insurance obtained,19,male,not applicable,0,pontiac,1998,1,2,8,5,1,1,pontiac,1,1,1,1,0,2
3707610,other injury,34.16251,-118.47307,>250000,daylight,12:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,23,female,not applicable,0,toyota,2006,2,3,8,5,1,1,toyota,1,1,1,1,0,2
3708264,other injury,32.70928,-117.14763,>250000,daylight,16:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,57,female,not applicable,0,nissan,2000,2,3,8,5,1,1,nissan,1,1,1,1,0,2
3709202,property damage only,32.86142,-117.18705,>250000,daylight,17:25:00,0,highway,dry,normal,clear,1,proof of insurance obtained,46,female,not applicable,0,toyota,2004,2,1,8,5,1,1,toyota,1,1,1,1,0,2
3709232,property damage only,32.97384,-117.25054,>250000,dark with no street lights,02:10:00,0,highway,dry,construction,clear,1,no proof of insurance obtained,24,male,not applicable,0,infiniti,2005,1,1,8,1,1,1,infiniti,1,2,2,1,1,2
3709262,property damage only,34.44385,-118.603,unincorporated,daylight,08:58:00,1,intersection,dry,normal,clear,1,proof of insurance obtained,22,female,not applicable,0,chevrolet,2008,2,1,1,5,1,1,chevrolet,3,1,1,1,0,2
3712098,other injury,33.99219,-118.06705,50000 to 100000,daylight,08:25:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,28,female,not applicable,0,hyundai,2000,2,3,6,5,1,1,hyundai,2,1,2,1,0,2
3712940,property damage only,34.01836,-117.55016,unincorporated,daylight,06:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,male,not applicable,0,ford,2007,1,1,1,5,1,1,ford,1,1,1,1,0,2
3714128,other injury,34.07165,-117.95053,100000 to 250000,dark with no street lights,21:55:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,19,male,not applicable,0,mitsubishi,1998,1,3,7,1,1,1,mitsubishi,1,1,2,1,0,2
3714195,property damage only,34.07066,-117.94217,100000 to 250000,daylight,17:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,31,male,not applicable,0,toyota,1988,1,1,7,5,1,1,toyota,1,1,1,1,0,2
3715209,other injury,34.59165,-118.71155,unincorporated,daylight,14:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,77,male,not applicable,0,honda,2003,1,3,1,5,1,1,honda,1,1,1,1,0,2
3715282,severe injury,33.94267,-118.09829,100000 to 250000,dark with street lights,02:02:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,19,male,not applicable,0,honda,1999,1,4,7,4,1,1,honda,2,1,2,1,1,2
3720799,fatal,33.9367,-118.09544,100000 to 250000,daylight,11:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,33,male,G,0,chevrolet,2006,1,5,7,5,1,1,chevrolet,1,1,1,1,0,2
3722643,other injury,33.77711,-118.08944,25000 to 50000,dark with street lights,02:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,42,female,not applicable,0,ford,2006,2,3,5,4,1,1,ford,1,1,1,1,1,2
3724333,pain,34.02502,-117.73221,100000 to 250000,dark with no street lights,02:30:00,0,highway,dry,construction,clear,1,proof of insurance obtained,34,male,not applicable,0,mitsubishi,2000,1,2,7,1,1,1,mitsubishi,1,2,1,1,0,2
3725463,other injury,34.278,-118.5231,>250000,dark with street lights,22:30:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,19,female,not applicable,0,ford,1998,2,3,8,4,1,2,ford,1,1,1,1,0,2
3725566,severe injury,34.26005,-119.22562,100000 to 250000,dusk or dawn,19:44:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,toyota,2004,1,4,7,3,1,1,toyota,1,1,1,1,0,2
3726827,pain,32.59399,-117.03638,100000 to 250000,daylight,16:01:00,0,highway,dry,normal,clear,1,proof of insurance obtained,60,female,not applicable,0,honda,1997,2,2,7,5,1,1,honda,1,1,1,1,0,2
3727228,fatal,34.07183,-118.08998,50000 to 100000,dark with street lights,04:25:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,27,male,not applicable,0,honda,2003,1,5,6,4,1,1,honda,1,1,2,1,1,2
3728455,pain,34.02406,-117.76518,100000 to 250000,dark with no street lights,20:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,63,male,not applicable,0,acura,2005,1,2,7,1,1,1,acura,1,1,1,1,0,2
3728949,severe injury,33.97307,-117.33234,unincorporated,dark with street lights,23:00:00,0,highway,dry,construction,clear,1,proof of insurance obtained,29,male,not applicable,0,honda,1996,1,4,1,4,1,1,honda,1,2,1,1,1,2
3729314,other injury,34.06723,-117.55936,100000 to 250000,daylight,12:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,55,female,not applicable,0,nissan,2007,2,3,7,5,1,1,nissan,1,1,1,1,0,2
3729850,severe injury,34.27839,-118.52122,>250000,dark with no street lights,02:08:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,23,male,not applicable,0,ford,2007,1,4,8,1,1,2,ford,1,1,1,1,0,2
3730154,other injury,34.02797,-117.12557,25000 to 50000,daylight,07:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,49,male,not applicable,0,yamaha,2001,1,3,5,5,1,1,yamaha,1,1,1,1,0,2
3730515,severe injury,33.93296,-117.28873,>250000,daylight,16:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,toyota,1991,1,4,8,5,1,1,toyota,1,1,1,1,0,2
3734019,pain,34.02247,-117.55494,unincorporated,daylight,08:35:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,33,male,not applicable,0,mercury,2003,1,2,1,5,1,1,mercury,2,1,2,1,0,2
3736164,other injury,34.0968,-118.86316,unincorporated,daylight,13:49:00,0,highway,dry,normal,clear,1,proof of insurance obtained,29,male,not applicable,0,volkswagen,1970,1,3,1,5,1,1,volkswagen,1,1,1,1,0,2
3737495,fatal,34.19377,-118.86053,100000 to 250000,dark with street lights,20:38:00,0,highway,dry,construction,clear,1,proof of insurance obtained,37,male,not applicable,0,ford,1996,1,5,7,4,1,1,ford,1,2,1,1,1,2
3737511,fatal,33.83299,-117.83555,100000 to 250000,dark with street lights,23:09:00,0,highway,dry,normal,clear,1,proof of insurance obtained,36,male,not applicable,0,honda,2007,1,5,7,4,1,1,honda,1,1,1,1,1,2
3738001,property damage only,33.53181,-117.16884,unincorporated,daylight,11:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,sleepy/fatigued,0,acura,2004,1,1,1,5,1,1,acura,1,1,1,3,0,2
3739828,fatal,34.03285,-118.18126,unincorporated,daylight,07:37:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,22,male,not applicable,0,honda,2003,1,5,1,5,1,1,honda,1,1,2,1,0,2
3739832,fatal,34.07217,-118.10715,25000 to 50000,dark with street lights,21:34:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,female,not applicable,0,honda,2003,2,5,5,4,1,1,honda,1,1,1,1,0,2
3741270,severe injury,34.50926,-118.11084,unincorporated,daylight,13:20:00,1,ramp,dry,holes,clear,1,no proof of insurance obtained,37,female,not applicable,0,ford,1995,2,4,1,5,1,1,ford,2,5,2,1,0,2
3741294,pain,33.87619,-118.0926,50000 to 100000,daylight,15:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,28,female,not applicable,0,pontiac,2008,2,2,6,5,1,1,pontiac,1,1,1,1,0,2
3741383,property damage only,33.90786,-118.06804,100000 to 250000,daylight,06:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,52,male,not applicable,0,chevrolet,2005,1,1,7,5,1,1,chevrolet,1,1,1,1,0,2
3741712,property damage only,34.07188,-117.90397,100000 to 250000,daylight,17:05:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,27,male,not applicable,0,honda,1990,1,1,7,5,1,1,honda,1,1,2,1,0,2
3741768,severe injury,34.07138,-117.76526,100000 to 250000,dark with no street lights,03:35:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,20,male,not applicable,0,nissan,2000,1,4,7,1,1,1,nissan,1,1,2,1,1,2
3741791,other injury,34.04948,-118.00673,unincorporated,dark with no street lights,19:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,honda,2005,1,3,1,1,1,1,honda,1,1,1,1,0,2
3741822,severe injury,33.99202,-118.06959,unincorporated,daylight,17:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,65,male,not applicable,0,cadillac,2007,1,4,1,5,1,1,cadillac,1,1,1,1,1,2
3742293,pain,34.06547,-117.30756,25000 to 50000,daylight,17:10:00,0,highway,dry,normal,clear,1,proof of insurance obtained,32,female,not applicable,0,toyota,2005,2,2,5,5,1,1,toyota,1,1,1,1,0,2
3742923,severe injury,33.87607,-118.01421,25000 to 50000,dark with street lights,20:40:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,32,female,not applicable,0,chrysler,2004,2,4,5,4,1,1,chrysler,1,1,2,1,0,2
3743946,severe injury,34.26858,-118.64515,100000 to 250000,daylight,10:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,female,not applicable,0,scion,2007,2,4,7,5,1,1,scion,1,1,1,1,0,2
3746858,severe injury,32.78891,-117.14864,>250000,daylight,17:12:00,0,highway,dry,normal,clear,1,proof of insurance obtained,16,female,not applicable,0,acura,1996,2,4,8,5,1,1,acura,1,1,1,1,0,2
3747183,severe injury,33.92275,-118.10471,100000 to 250000,dark with no street lights,04:16:00,0,highway,dry,normal,clear,1,proof of insurance obtained,34,male,not applicable,0,chevrolet,2002,1,4,7,1,1,1,chevrolet,1,1,1,1,0,2
3747498,other injury,32.77952,-117.10966,>250000,daylight,06:37:00,0,ramp,dry,normal,clear,1,no proof of insurance obtained,25,male,not applicable,0,gmc,2007,1,3,8,5,1,1,gmc,2,1,2,1,0,2
3748493,property damage only,32.71983,-117.1026,>250000,dark with street lights,22:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,kia,2000,1,1,8,4,1,1,kia,1,1,1,1,0,2
3749532,other injury,33.99428,-118.0688,50000 to 100000,daylight,09:45:00,0,highway,wet,normal,raining,1,proof of insurance obtained,27,male,not applicable,0,toyota,1999,1,3,6,5,2,4,toyota,1,1,1,1,0,2
3749564,pain,33.94749,-118.09285,10000 to 25000,daylight,13:10:00,0,highway,dry,normal,clear,1,proof of insurance obtained,61,male,not applicable,0,ford,2003,1,2,4,5,1,1,ford,1,1,1,1,0,2
3749770,severe injury,33.80221,-117.9006,50000 to 100000,dark with no street lights,01:42:00,0,highway,dry,construction,clear,1,proof of insurance obtained,19,male,not applicable,0,lexus,1995,1,4,6,1,1,1,lexus,1,2,1,1,1,2
3752127,severe injury,34.18343,-118.47593,>250000,daylight,06:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,sleepy/fatigued,0,volvo,1995,1,4,8,5,1,1,volvo,1,1,1,3,0,2
3752511,severe injury,34.37953,-118.98518,unincorporated,daylight,12:20:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,28,female,not applicable,0,chevrolet,2004,2,4,1,5,1,2,chevrolet,1,1,1,1,0,2
3754819,fatal,33.96376,-118.16958,25000 to 50000,dark with street lights,03:15:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,28,female,under drug influence,0,honda,1991,2,5,5,4,1,2,honda,1,1,1,2,1,2
3755512,severe injury,33.91325,-118.13538,100000 to 250000,dark with street lights,22:58:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,21,female,not applicable,0,honda,1992,2,4,7,4,1,2,honda,1,1,1,1,0,2
3756261,property damage only,33.99676,-117.86895,50000 to 100000,daylight,14:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,67,male,not applicable,0,mazda,1999,1,1,6,5,1,1,mazda,1,1,1,1,0,2
3756772,severe injury,33.85605,-117.9855,>250000,dark with street lights,02:28:00,0,highway,dry,normal,cloudy,1,no proof of insurance obtained,33,male,not applicable,0,honda,1992,1,4,8,4,1,2,honda,1,1,2,1,1,2
3758493,fatal,34.39367,-118.95243,unincorporated,daylight,15:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,nissan,1993,1,5,1,5,1,1,nissan,1,1,1,1,0,2
3758853,severe injury,32.9332,-117.24151,>250000,dark with street lights,23:55:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,27,female,not applicable,0,mercedes-benz,1999,2,4,8,4,1,1,mercedes-benz,1,1,2,1,1,2
3758870,severe injury,34.60796,-118.15128,unincorporated,dark with no street lights,02:25:00,0,highway,dry,normal,clear,1,proof of insurance obtained,21,male,not applicable,0,volkswagen,2003,1,4,1,1,1,1,volkswagen,1,1,1,1,1,2
3759521,other injury,34.1431,-118.7436,10000 to 25000,daylight,17:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,27,male,not applicable,0,toyota,1994,1,3,4,5,1,1,toyota,1,1,1,1,1,2
3760397,other injury,34.16548,-118.48331,>250000,daylight,14:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,23,female,not applicable,0,toyota,2004,2,3,8,5,1,1,toyota,1,1,1,1,0,2
3760447,pain,34.16533,-118.49858,>250000,daylight,13:39:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,54,male,not applicable,0,toyota,2007,1,2,8,5,1,2,toyota,1,1,1,1,0,2
